REF_DATE,AIRPORTS,WEIGHT_IN_KG,VALUE,YEAR,GEO
2022-04-01,"Lloydminster, Alberta","90,001 to 136,000 kilograms",NA,2022,Alberta
2022-04-01,"Lloydminster, Alberta","136,001 kilograms and over",NA,2022,Alberta
2022-04-01,"London, Ontario","2,000 kilograms and under",3030,2022,Ontario
2022-04-01,"London, Ontario","2,001 to 4,000 kilograms",227,2022,Ontario
2022-04-01,"London, Ontario","4,001 to 5,670 kilograms",190,2022,Ontario
2022-04-01,"London, Ontario","5,671 to 9,000 kilograms",170,2022,Ontario
2022-04-01,"London, Ontario","9,001 to 18,000 kilograms",82,2022,Ontario
2022-04-01,"London, Ontario","18,001 to 35,000 kilograms",277,2022,Ontario
2022-04-01,"London, Ontario","35,001 to 70,000 kilograms",67,2022,Ontario
2022-04-01,"London, Ontario","70,001 to 90,000 kilograms",11,2022,Ontario
2022-04-01,"London, Ontario","90,001 to 136,000 kilograms",NA,2022,Ontario
2022-04-01,"London, Ontario","136,001 kilograms and over",NA,2022,Ontario
2022-04-01,"Medicine Hat, Alberta","2,000 kilograms and under",591,2022,Alberta
2022-04-01,"Medicine Hat, Alberta","2,001 to 4,000 kilograms",42,2022,Alberta
2022-04-01,"Medicine Hat, Alberta","4,001 to 5,670 kilograms",169,2022,Alberta
2022-04-01,"Medicine Hat, Alberta","5,671 to 9,000 kilograms",8,2022,Alberta
2022-04-01,"Medicine Hat, Alberta","9,001 to 18,000 kilograms",97,2022,Alberta
2022-04-01,"Medicine Hat, Alberta","18,001 to 35,000 kilograms",NA,2022,Alberta
2022-04-01,"Medicine Hat, Alberta","35,001 to 70,000 kilograms",NA,2022,Alberta
2022-04-01,"Medicine Hat, Alberta","70,001 to 90,000 kilograms",3,2022,Alberta
2022-04-01,"Medicine Hat, Alberta","90,001 to 136,000 kilograms",NA,2022,Alberta
2022-04-01,"Medicine Hat, Alberta","136,001 kilograms and over",NA,2022,Alberta
2022-04-01,"Moncton/Greater Moncton International, New Brunswick","2,000 kilograms and under",2767,2022,New Brunswick
2022-04-01,"Moncton/Greater Moncton International, New Brunswick","2,001 to 4,000 kilograms",4,2022,New Brunswick
2022-04-01,"Moncton/Greater Moncton International, New Brunswick","4,001 to 5,670 kilograms",146,2022,New Brunswick
2022-04-01,"Moncton/Greater Moncton International, New Brunswick","5,671 to 9,000 kilograms",81,2022,New Brunswick
2022-04-01,"Moncton/Greater Moncton International, New Brunswick","9,001 to 18,000 kilograms",54,2022,New Brunswick
2022-04-01,"Moncton/Greater Moncton International, New Brunswick","18,001 to 35,000 kilograms",407,2022,New Brunswick
2022-04-01,"Moncton/Greater Moncton International, New Brunswick","35,001 to 70,000 kilograms",132,2022,New Brunswick
2022-04-01,"Moncton/Greater Moncton International, New Brunswick","70,001 to 90,000 kilograms",6,2022,New Brunswick
2022-04-01,"Moncton/Greater Moncton International, New Brunswick","90,001 to 136,000 kilograms",112,2022,New Brunswick
2022-04-01,"Moncton/Greater Moncton International, New Brunswick","136,001 kilograms and over",92,2022,New Brunswick
2022-04-01,"Mont-Joli, Quebec","2,000 kilograms and under",9,2022,Quebec
2022-04-01,"Mont-Joli, Quebec","2,001 to 4,000 kilograms",16,2022,Quebec
2022-04-01,"Mont-Joli, Quebec","4,001 to 5,670 kilograms",86,2022,Quebec
2022-04-01,"Mont-Joli, Quebec","5,671 to 9,000 kilograms",104,2022,Quebec
2022-04-01,"Mont-Joli, Quebec","9,001 to 18,000 kilograms",40,2022,Quebec
2022-04-01,"Mont-Joli, Quebec","18,001 to 35,000 kilograms",146,2022,Quebec
2022-04-01,"Mont-Joli, Quebec","35,001 to 70,000 kilograms",62,2022,Quebec
2022-04-01,"Mont-Joli, Quebec","70,001 to 90,000 kilograms",NA,2022,Quebec
2022-04-01,"Mont-Joli, Quebec","90,001 to 136,000 kilograms",NA,2022,Quebec
2022-04-01,"Mont-Joli, Quebec","136,001 kilograms and over",NA,2022,Quebec
2022-04-01,"Montréal/Mirabel International, Quebec","2,000 kilograms and under",705,2022,Quebec
2022-04-01,"Montréal/Mirabel International, Quebec","2,001 to 4,000 kilograms",107,2022,Quebec
2022-04-01,"Montréal/Mirabel International, Quebec","4,001 to 5,670 kilograms",50,2022,Quebec
2022-04-01,"Montréal/Mirabel International, Quebec","5,671 to 9,000 kilograms",110,2022,Quebec
2022-04-01,"Montréal/Mirabel International, Quebec","9,001 to 18,000 kilograms",97,2022,Quebec
2022-04-01,"Montréal/Mirabel International, Quebec","18,001 to 35,000 kilograms",24,2022,Quebec
2022-04-01,"Montréal/Mirabel International, Quebec","35,001 to 70,000 kilograms",220,2022,Quebec
2022-04-01,"Montréal/Mirabel International, Quebec","70,001 to 90,000 kilograms",NA,2022,Quebec
2022-04-01,"Montréal/Mirabel International, Quebec","90,001 to 136,000 kilograms",133,2022,Quebec
2022-04-01,"Montréal/Mirabel International, Quebec","136,001 kilograms and over",361,2022,Quebec
2022-04-01,"Montréal/Pierre Elliott Trudeau International, Quebec","2,000 kilograms and under",68,2022,Quebec
2022-04-01,"Montréal/Pierre Elliott Trudeau International, Quebec","2,001 to 4,000 kilograms",100,2022,Quebec
2022-04-01,"Montréal/Pierre Elliott Trudeau International, Quebec","4,001 to 5,670 kilograms",557,2022,Quebec
2022-04-01,"Montréal/Pierre Elliott Trudeau International, Quebec","5,671 to 9,000 kilograms",390,2022,Quebec
2022-04-01,"Montréal/Pierre Elliott Trudeau International, Quebec","9,001 to 18,000 kilograms",854,2022,Quebec
2022-04-01,"Montréal/Pierre Elliott Trudeau International, Quebec","18,001 to 35,000 kilograms",3922,2022,Quebec
2022-04-01,"Montréal/Pierre Elliott Trudeau International, Quebec","35,001 to 70,000 kilograms",4362,2022,Quebec
2022-04-01,"Montréal/Pierre Elliott Trudeau International, Quebec","70,001 to 90,000 kilograms",1422,2022,Quebec
2022-04-01,"Montréal/Pierre Elliott Trudeau International, Quebec","90,001 to 136,000 kilograms",8,2022,Quebec
2022-04-01,"Montréal/Pierre Elliott Trudeau International, Quebec","136,001 kilograms and over",1803,2022,Quebec
2022-04-01,"Montréal/St-Hubert, Quebec","2,000 kilograms and under",4389,2022,Quebec
2022-04-01,"Montréal/St-Hubert, Quebec","2,001 to 4,000 kilograms",345,2022,Quebec
2022-04-01,"Montréal/St-Hubert, Quebec","4,001 to 5,670 kilograms",761,2022,Quebec
2022-04-01,"Montréal/St-Hubert, Quebec","5,671 to 9,000 kilograms",268,2022,Quebec
2022-04-01,"Montréal/St-Hubert, Quebec","9,001 to 18,000 kilograms",167,2022,Quebec
2022-04-01,"Montréal/St-Hubert, Quebec","18,001 to 35,000 kilograms",38,2022,Quebec
2022-04-01,"Montréal/St-Hubert, Quebec","35,001 to 70,000 kilograms",51,2022,Quebec
2022-04-01,"Montréal/St-Hubert, Quebec","70,001 to 90,000 kilograms",NA,2022,Quebec
2022-04-01,"Montréal/St-Hubert, Quebec","90,001 to 136,000 kilograms",NA,2022,Quebec
2022-04-01,"Montréal/St-Hubert, Quebec","136,001 kilograms and over",NA,2022,Quebec
2022-04-01,"Nanaimo, British Columbia","2,000 kilograms and under",738,2022,British Columbia
2022-04-01,"Nanaimo, British Columbia","2,001 to 4,000 kilograms",282,2022,British Columbia
2022-04-01,"Nanaimo, British Columbia","4,001 to 5,670 kilograms",95,2022,British Columbia
2022-04-01,"Nanaimo, British Columbia","5,671 to 9,000 kilograms",125,2022,British Columbia
2022-04-01,"Nanaimo, British Columbia","9,001 to 18,000 kilograms",188,2022,British Columbia
2022-04-01,"Nanaimo, British Columbia","18,001 to 35,000 kilograms",398,2022,British Columbia
2022-04-01,"Nanaimo, British Columbia","35,001 to 70,000 kilograms",36,2022,British Columbia
2022-04-01,"Nanaimo, British Columbia","70,001 to 90,000 kilograms",NA,2022,British Columbia
2022-04-01,"Nanaimo, British Columbia","90,001 to 136,000 kilograms",NA,2022,British Columbia
2022-04-01,"Nanaimo, British Columbia","136,001 kilograms and over",NA,2022,British Columbia
2022-04-01,"Norman Wells, Northwest Territories","2,000 kilograms and under",97,2022,Northwest Territories
2022-04-01,"Norman Wells, Northwest Territories","2,001 to 4,000 kilograms",50,2022,Northwest Territories
2022-04-01,"Norman Wells, Northwest Territories","4,001 to 5,670 kilograms",34,2022,Northwest Territories
2022-04-01,"Norman Wells, Northwest Territories","5,671 to 9,000 kilograms",148,2022,Northwest Territories
2022-04-01,"Norman Wells, Northwest Territories","9,001 to 18,000 kilograms",NA,2022,Northwest Territories
2022-04-01,"Norman Wells, Northwest Territories","18,001 to 35,000 kilograms",35,2022,Northwest Territories
2022-04-01,"Norman Wells, Northwest Territories","35,001 to 70,000 kilograms",100,2022,Northwest Territories
2022-04-01,"Norman Wells, Northwest Territories","70,001 to 90,000 kilograms",NA,2022,Northwest Territories
2022-04-01,"Norman Wells, Northwest Territories","90,001 to 136,000 kilograms",NA,2022,Northwest Territories
2022-04-01,"Norman Wells, Northwest Territories","136,001 kilograms and over",NA,2022,Northwest Territories
2022-04-01,"North Bay, Ontario","2,000 kilograms and under",546,2022,Ontario
2022-04-01,"North Bay, Ontario","2,001 to 4,000 kilograms",55,2022,Ontario
2022-04-01,"North Bay, Ontario","4,001 to 5,670 kilograms",192,2022,Ontario
2022-04-01,"North Bay, Ontario","5,671 to 9,000 kilograms",41,2022,Ontario
2022-04-01,"North Bay, Ontario","9,001 to 18,000 kilograms",13,2022,Ontario
2022-04-01,"North Bay, Ontario","18,001 to 35,000 kilograms",74,2022,Ontario
2022-04-01,"North Bay, Ontario","35,001 to 70,000 kilograms",NA,2022,Ontario
2022-04-01,"North Bay, Ontario","70,001 to 90,000 kilograms",NA,2022,Ontario
2022-04-01,"North Bay, Ontario","90,001 to 136,000 kilograms",NA,2022,Ontario
2022-04-01,"North Bay, Ontario","136,001 kilograms and over",NA,2022,Ontario
2022-04-01,"Oshawa, Ontario","2,000 kilograms and under",4180,2022,Ontario
2022-04-01,"Oshawa, Ontario","2,001 to 4,000 kilograms",253,2022,Ontario
2022-04-01,"Oshawa, Ontario","4,001 to 5,670 kilograms",50,2022,Ontario
2022-04-01,"Oshawa, Ontario","5,671 to 9,000 kilograms",56,2022,Ontario
2022-04-01,"Oshawa, Ontario","9,001 to 18,000 kilograms",19,2022,Ontario
2022-04-01,"Oshawa, Ontario","18,001 to 35,000 kilograms",2,2022,Ontario
2022-04-01,"Oshawa, Ontario","35,001 to 70,000 kilograms",NA,2022,Ontario
2022-04-01,"Oshawa, Ontario","70,001 to 90,000 kilograms",2,2022,Ontario
2022-04-01,"Oshawa, Ontario","90,001 to 136,000 kilograms",NA,2022,Ontario
2022-04-01,"Oshawa, Ontario","136,001 kilograms and over",NA,2022,Ontario
2022-04-01,"Ottawa/Gatineau, Quebec","2,000 kilograms and under",1578,2022,Quebec
2022-04-01,"Ottawa/Gatineau, Quebec","2,001 to 4,000 kilograms",92,2022,Quebec
2022-04-01,"Ottawa/Gatineau, Quebec","4,001 to 5,670 kilograms",26,2022,Quebec
2022-04-01,"Ottawa/Gatineau, Quebec","5,671 to 9,000 kilograms",NA,2022,Quebec
2022-04-01,"Ottawa/Gatineau, Quebec","9,001 to 18,000 kilograms",4,2022,Quebec
2022-04-01,"Ottawa/Gatineau, Quebec","18,001 to 35,000 kilograms",2,2022,Quebec
2022-04-01,"Ottawa/Gatineau, Quebec","35,001 to 70,000 kilograms",NA,2022,Quebec
2022-04-01,"Ottawa/Gatineau, Quebec","70,001 to 90,000 kilograms",NA,2022,Quebec
2022-04-01,"Ottawa/Gatineau, Quebec","90,001 to 136,000 kilograms",NA,2022,Quebec
2022-04-01,"Ottawa/Gatineau, Quebec","136,001 kilograms and over",NA,2022,Quebec
2022-04-01,"Ottawa/Macdonald-Cartier International, Ontario","2,000 kilograms and under",714,2022,Ontario
2022-04-01,"Ottawa/Macdonald-Cartier International, Ontario","2,001 to 4,000 kilograms",112,2022,Ontario
2022-04-01,"Ottawa/Macdonald-Cartier International, Ontario","4,001 to 5,670 kilograms",387,2022,Ontario
2022-04-01,"Ottawa/Macdonald-Cartier International, Ontario","5,671 to 9,000 kilograms",242,2022,Ontario
2022-04-01,"Ottawa/Macdonald-Cartier International, Ontario","9,001 to 18,000 kilograms",161,2022,Ontario
2022-04-01,"Ottawa/Macdonald-Cartier International, Ontario","18,001 to 35,000 kilograms",1524,2022,Ontario
2022-04-01,"Ottawa/Macdonald-Cartier International, Ontario","35,001 to 70,000 kilograms",947,2022,Ontario
2022-04-01,"Ottawa/Macdonald-Cartier International, Ontario","70,001 to 90,000 kilograms",486,2022,Ontario
2022-04-01,"Ottawa/Macdonald-Cartier International, Ontario","90,001 to 136,000 kilograms",2,2022,Ontario
2022-04-01,"Ottawa/Macdonald-Cartier International, Ontario","136,001 kilograms and over",112,2022,Ontario
2022-04-01,"Peace River, Alberta","2,000 kilograms and under",87,2022,Alberta
2022-04-01,"Peace River, Alberta","2,001 to 4,000 kilograms",21,2022,Alberta
2022-04-01,"Peace River, Alberta","4,001 to 5,670 kilograms",270,2022,Alberta
2022-04-01,"Peace River, Alberta","5,671 to 9,000 kilograms",10,2022,Alberta
2022-04-01,"Peace River, Alberta","9,001 to 18,000 kilograms",NA,2022,Alberta
2022-04-01,"Peace River, Alberta","18,001 to 35,000 kilograms",NA,2022,Alberta
2022-04-01,"Peace River, Alberta","35,001 to 70,000 kilograms",NA,2022,Alberta
2022-04-01,"Peace River, Alberta","70,001 to 90,000 kilograms",NA,2022,Alberta
2022-04-01,"Peace River, Alberta","90,001 to 136,000 kilograms",NA,2022,Alberta
2022-04-01,"Peace River, Alberta","136,001 kilograms and over",NA,2022,Alberta
2022-04-01,"Penticton, British Columbia","2,000 kilograms and under",814,2022,British Columbia
2022-04-01,"Penticton, British Columbia","2,001 to 4,000 kilograms",210,2022,British Columbia
2022-04-01,"Penticton, British Columbia","4,001 to 5,670 kilograms",38,2022,British Columbia
2022-04-01,"Penticton, British Columbia","5,671 to 9,000 kilograms",52,2022,British Columbia
2022-04-01,"Penticton, British Columbia","9,001 to 18,000 kilograms",28,2022,British Columbia
2022-04-01,"Penticton, British Columbia","18,001 to 35,000 kilograms",122,2022,British Columbia
2022-04-01,"Penticton, British Columbia","35,001 to 70,000 kilograms",NA,2022,British Columbia
2022-04-01,"Penticton, British Columbia","70,001 to 90,000 kilograms",NA,2022,British Columbia
2022-04-01,"Penticton, British Columbia","90,001 to 136,000 kilograms",NA,2022,British Columbia
2022-04-01,"Penticton, British Columbia","136,001 kilograms and over",NA,2022,British Columbia
2022-04-01,"Pitt Meadows, British Columbia","2,000 kilograms and under",3756,2022,British Columbia
2022-04-01,"Pitt Meadows, British Columbia","2,001 to 4,000 kilograms",240,2022,British Columbia
2022-04-01,"Pitt Meadows, British Columbia","4,001 to 5,670 kilograms",32,2022,British Columbia
2022-04-01,"Pitt Meadows, British Columbia","5,671 to 9,000 kilograms",18,2022,British Columbia
2022-04-01,"Pitt Meadows, British Columbia","9,001 to 18,000 kilograms",NA,2022,British Columbia
2022-04-01,"Pitt Meadows, British Columbia","18,001 to 35,000 kilograms",NA,2022,British Columbia
2022-04-01,"Pitt Meadows, British Columbia","35,001 to 70,000 kilograms",NA,2022,British Columbia
2022-04-01,"Pitt Meadows, British Columbia","70,001 to 90,000 kilograms",NA,2022,British Columbia
2022-04-01,"Pitt Meadows, British Columbia","90,001 to 136,000 kilograms",NA,2022,British Columbia
2022-04-01,"Pitt Meadows, British Columbia","136,001 kilograms and over",NA,2022,British Columbia
2022-04-01,"Port Hardy, British Columbia","2,000 kilograms and under",37,2022,British Columbia
2022-04-01,"Port Hardy, British Columbia","2,001 to 4,000 kilograms",136,2022,British Columbia
2022-04-01,"Port Hardy, British Columbia","4,001 to 5,670 kilograms",240,2022,British Columbia
2022-04-01,"Port Hardy, British Columbia","5,671 to 9,000 kilograms",95,2022,British Columbia
2022-04-01,"Port Hardy, British Columbia","9,001 to 18,000 kilograms",20,2022,British Columbia
2022-04-01,"Port Hardy, British Columbia","18,001 to 35,000 kilograms",NA,2022,British Columbia
2022-04-01,"Port Hardy, British Columbia","35,001 to 70,000 kilograms",NA,2022,British Columbia
2022-04-01,"Port Hardy, British Columbia","70,001 to 90,000 kilograms",NA,2022,British Columbia
2022-04-01,"Port Hardy, British Columbia","90,001 to 136,000 kilograms",NA,2022,British Columbia
2022-04-01,"Port Hardy, British Columbia","136,001 kilograms and over",NA,2022,British Columbia
2022-04-01,"Prince Albert, Saskatchewan","2,000 kilograms and under",75,2022,Saskatchewan
2022-04-01,"Prince Albert, Saskatchewan","2,001 to 4,000 kilograms",31,2022,Saskatchewan
2022-04-01,"Prince Albert, Saskatchewan","4,001 to 5,670 kilograms",239,2022,Saskatchewan
2022-04-01,"Prince Albert, Saskatchewan","5,671 to 9,000 kilograms",140,2022,Saskatchewan
2022-04-01,"Prince Albert, Saskatchewan","9,001 to 18,000 kilograms",212,2022,Saskatchewan
2022-04-01,"Prince Albert, Saskatchewan","18,001 to 35,000 kilograms",238,2022,Saskatchewan
2022-04-01,"Prince Albert, Saskatchewan","35,001 to 70,000 kilograms",NA,2022,Saskatchewan
2022-04-01,"Prince Albert, Saskatchewan","70,001 to 90,000 kilograms",NA,2022,Saskatchewan
2022-04-01,"Prince Albert, Saskatchewan","90,001 to 136,000 kilograms",NA,2022,Saskatchewan
2022-04-01,"Prince Albert, Saskatchewan","136,001 kilograms and over",NA,2022,Saskatchewan
2022-04-01,"Prince George, British Columbia","2,000 kilograms and under",897,2022,British Columbia
2022-04-01,"Prince George, British Columbia","2,001 to 4,000 kilograms",96,2022,British Columbia
2022-04-01,"Prince George, British Columbia","4,001 to 5,670 kilograms",293,2022,British Columbia
2022-04-01,"Prince George, British Columbia","5,671 to 9,000 kilograms",619,2022,British Columbia
2022-04-01,"Prince George, British Columbia","9,001 to 18,000 kilograms",28,2022,British Columbia
2022-04-01,"Prince George, British Columbia","18,001 to 35,000 kilograms",437,2022,British Columbia
2022-04-01,"Prince George, British Columbia","35,001 to 70,000 kilograms",18,2022,British Columbia
2022-04-01,"Prince George, British Columbia","70,001 to 90,000 kilograms",6,2022,British Columbia
2022-04-01,"Prince George, British Columbia","90,001 to 136,000 kilograms",NA,2022,British Columbia
2022-04-01,"Prince George, British Columbia","136,001 kilograms and over",NA,2022,British Columbia
2022-04-01,"Québec/Jean Lesage International, Quebec","2,000 kilograms and under",2438,2022,Quebec
2022-04-01,"Québec/Jean Lesage International, Quebec","2,001 to 4,000 kilograms",288,2022,Quebec
2022-04-01,"Québec/Jean Lesage International, Quebec","4,001 to 5,670 kilograms",656,2022,Quebec
2022-04-01,"Québec/Jean Lesage International, Quebec","5,671 to 9,000 kilograms",540,2022,Quebec
2022-04-01,"Québec/Jean Lesage International, Quebec","9,001 to 18,000 kilograms",373,2022,Quebec
2022-04-01,"Québec/Jean Lesage International, Quebec","18,001 to 35,000 kilograms",1226,2022,Quebec
2022-04-01,"Québec/Jean Lesage International, Quebec","35,001 to 70,000 kilograms",544,2022,Quebec
2022-04-01,"Québec/Jean Lesage International, Quebec","70,001 to 90,000 kilograms",135,2022,Quebec
2022-04-01,"Québec/Jean Lesage International, Quebec","90,001 to 136,000 kilograms",NA,2022,Quebec
2022-04-01,"Québec/Jean Lesage International, Quebec","136,001 kilograms and over",NA,2022,Quebec
2022-04-01,"Rankin Inlet, Nunavut","2,000 kilograms and under",26,2022,Nunavut
2022-04-01,"Rankin Inlet, Nunavut","2,001 to 4,000 kilograms",6,2022,Nunavut
2022-04-01,"Rankin Inlet, Nunavut","4,001 to 5,670 kilograms",155,2022,Nunavut
2022-04-01,"Rankin Inlet, Nunavut","5,671 to 9,000 kilograms",24,2022,Nunavut
2022-04-01,"Rankin Inlet, Nunavut","9,001 to 18,000 kilograms",NA,2022,Nunavut
2022-04-01,"Rankin Inlet, Nunavut","18,001 to 35,000 kilograms",576,2022,Nunavut
2022-04-01,"Rankin Inlet, Nunavut","35,001 to 70,000 kilograms",196,2022,Nunavut
2022-04-01,"Rankin Inlet, Nunavut","70,001 to 90,000 kilograms",NA,2022,Nunavut
2022-04-01,"Rankin Inlet, Nunavut","90,001 to 136,000 kilograms",NA,2022,Nunavut
2022-04-01,"Rankin Inlet, Nunavut","136,001 kilograms and over",NA,2022,Nunavut
2022-04-01,"Red Deer Regional, Alberta","2,000 kilograms and under",898,2022,Alberta
2022-04-01,"Red Deer Regional, Alberta","2,001 to 4,000 kilograms",103,2022,Alberta
2022-04-01,"Red Deer Regional, Alberta","4,001 to 5,670 kilograms",168,2022,Alberta
2022-04-01,"Red Deer Regional, Alberta","5,671 to 9,000 kilograms",51,2022,Alberta
2022-04-01,"Red Deer Regional, Alberta","9,001 to 18,000 kilograms",11,2022,Alberta
2022-04-01,"Red Deer Regional, Alberta","18,001 to 35,000 kilograms",2,2022,Alberta
2022-04-01,"Red Deer Regional, Alberta","35,001 to 70,000 kilograms",79,2022,Alberta
2022-04-01,"Red Deer Regional, Alberta","70,001 to 90,000 kilograms",2,2022,Alberta
2022-04-01,"Red Deer Regional, Alberta","90,001 to 136,000 kilograms",NA,2022,Alberta
2022-04-01,"Red Deer Regional, Alberta","136,001 kilograms and over",NA,2022,Alberta
2022-04-01,"Regina International, Saskatchewan","2,000 kilograms and under",703,2022,Saskatchewan
2022-04-01,"Regina International, Saskatchewan","2,001 to 4,000 kilograms",141,2022,Saskatchewan
2022-04-01,"Regina International, Saskatchewan","4,001 to 5,670 kilograms",173,2022,Saskatchewan
2022-04-01,"Regina International, Saskatchewan","5,671 to 9,000 kilograms",130,2022,Saskatchewan
2022-04-01,"Regina International, Saskatchewan","9,001 to 18,000 kilograms",61,2022,Saskatchewan
2022-04-01,"Regina International, Saskatchewan","18,001 to 35,000 kilograms",437,2022,Saskatchewan
2022-04-01,"Regina International, Saskatchewan","35,001 to 70,000 kilograms",366,2022,Saskatchewan
2022-04-01,"Regina International, Saskatchewan","70,001 to 90,000 kilograms",24,2022,Saskatchewan
2022-04-01,"Regina International, Saskatchewan","90,001 to 136,000 kilograms",62,2022,Saskatchewan
2022-04-01,"Regina International, Saskatchewan","136,001 kilograms and over",2,2022,Saskatchewan
2022-04-01,"Rouyn-Noranda, Quebec","2,000 kilograms and under",221,2022,Quebec
2022-04-01,"Rouyn-Noranda, Quebec","2,001 to 4,000 kilograms",4,2022,Quebec
2022-04-01,"Rouyn-Noranda, Quebec","4,001 to 5,670 kilograms",464,2022,Quebec
2022-04-01,"Rouyn-Noranda, Quebec","5,671 to 9,000 kilograms",101,2022,Quebec
2022-04-01,"Rouyn-Noranda, Quebec","9,001 to 18,000 kilograms",122,2022,Quebec
2022-04-01,"Rouyn-Noranda, Quebec","18,001 to 35,000 kilograms",217,2022,Quebec
2022-04-01,"Rouyn-Noranda, Quebec","35,001 to 70,000 kilograms",64,2022,Quebec
2022-04-01,"Rouyn-Noranda, Quebec","70,001 to 90,000 kilograms",NA,2022,Quebec
2022-04-01,"Rouyn-Noranda, Quebec","90,001 to 136,000 kilograms",NA,2022,Quebec
2022-04-01,"Rouyn-Noranda, Quebec","136,001 kilograms and over",NA,2022,Quebec
2022-04-01,"Saint John, New Brunswick","2,000 kilograms and under",86,2022,New Brunswick
2022-04-01,"Saint John, New Brunswick","2,001 to 4,000 kilograms",85,2022,New Brunswick
2022-04-01,"Saint John, New Brunswick","4,001 to 5,670 kilograms",148,2022,New Brunswick
2022-04-01,"Saint John, New Brunswick","5,671 to 9,000 kilograms",26,2022,New Brunswick
2022-04-01,"Saint John, New Brunswick","9,001 to 18,000 kilograms",35,2022,New Brunswick
2022-04-01,"Saint John, New Brunswick","18,001 to 35,000 kilograms",135,2022,New Brunswick
2022-04-01,"Saint John, New Brunswick","35,001 to 70,000 kilograms",129,2022,New Brunswick
2022-04-01,"Saint John, New Brunswick","70,001 to 90,000 kilograms",14,2022,New Brunswick
2022-04-01,"Saint John, New Brunswick","90,001 to 136,000 kilograms",NA,2022,New Brunswick
2022-04-01,"Saint John, New Brunswick","136,001 kilograms and over",NA,2022,New Brunswick
2022-04-01,"Saskatoon/John G. Diefenbaker International, Saskatchewan","2,000 kilograms and under",1392,2022,Saskatchewan
2022-04-01,"Saskatoon/John G. Diefenbaker International, Saskatchewan","2,001 to 4,000 kilograms",329,2022,Saskatchewan
2022-04-01,"Saskatoon/John G. Diefenbaker International, Saskatchewan","4,001 to 5,670 kilograms",528,2022,Saskatchewan
2022-04-01,"Saskatoon/John G. Diefenbaker International, Saskatchewan","5,671 to 9,000 kilograms",352,2022,Saskatchewan
2022-04-01,"Saskatoon/John G. Diefenbaker International, Saskatchewan","9,001 to 18,000 kilograms",182,2022,Saskatchewan
2022-04-01,"Saskatoon/John G. Diefenbaker International, Saskatchewan","18,001 to 35,000 kilograms",662,2022,Saskatchewan
2022-04-01,"Saskatoon/John G. Diefenbaker International, Saskatchewan","35,001 to 70,000 kilograms",260,2022,Saskatchewan
2022-04-01,"Saskatoon/John G. Diefenbaker International, Saskatchewan","70,001 to 90,000 kilograms",134,2022,Saskatchewan
2022-04-01,"Saskatoon/John G. Diefenbaker International, Saskatchewan","90,001 to 136,000 kilograms",43,2022,Saskatchewan
2022-04-01,"Saskatoon/John G. Diefenbaker International, Saskatchewan","136,001 kilograms and over",NA,2022,Saskatchewan
2022-04-01,"Sault Ste. Marie, Ontario","2,000 kilograms and under",954,2022,Ontario
2022-04-01,"Sault Ste. Marie, Ontario","2,001 to 4,000 kilograms",89,2022,Ontario
2022-04-01,"Sault Ste. Marie, Ontario","4,001 to 5,670 kilograms",442,2022,Ontario
2022-04-01,"Sault Ste. Marie, Ontario","5,671 to 9,000 kilograms",62,2022,Ontario
2022-04-01,"Sault Ste. Marie, Ontario","9,001 to 18,000 kilograms",24,2022,Ontario
2022-04-01,"Sault Ste. Marie, Ontario","18,001 to 35,000 kilograms",247,2022,Ontario
2022-04-01,"Sault Ste. Marie, Ontario","35,001 to 70,000 kilograms",4,2022,Ontario
2022-04-01,"Sault Ste. Marie, Ontario","70,001 to 90,000 kilograms",37,2022,Ontario
2022-04-01,"Sault Ste. Marie, Ontario","90,001 to 136,000 kilograms",NA,2022,Ontario
2022-04-01,"Sault Ste. Marie, Ontario","136,001 kilograms and over",NA,2022,Ontario
2022-04-01,"Sept-Îles, Quebec","2,000 kilograms and under",306,2022,Quebec
2022-04-01,"Sept-Îles, Quebec","2,001 to 4,000 kilograms",273,2022,Quebec
2022-04-01,"Sept-Îles, Quebec","4,001 to 5,670 kilograms",307,2022,Quebec
2022-04-01,"Sept-Îles, Quebec","5,671 to 9,000 kilograms",419,2022,Quebec
2022-04-01,"Sept-Îles, Quebec","9,001 to 18,000 kilograms",61,2022,Quebec
2022-04-01,"Sept-Îles, Quebec","18,001 to 35,000 kilograms",359,2022,Quebec
2022-04-01,"Sept-Îles, Quebec","35,001 to 70,000 kilograms",16,2022,Quebec
2022-04-01,"Sept-Îles, Quebec","70,001 to 90,000 kilograms",NA,2022,Quebec
2022-04-01,"Sept-Îles, Quebec","90,001 to 136,000 kilograms",NA,2022,Quebec
2022-04-01,"Sept-Îles, Quebec","136,001 kilograms and over",NA,2022,Quebec
2022-04-01,"Sioux Lookout, Ontario","2,000 kilograms and under",253,2022,Ontario
2022-04-01,"Sioux Lookout, Ontario","2,001 to 4,000 kilograms",311,2022,Ontario
2022-04-01,"Sioux Lookout, Ontario","4,001 to 5,670 kilograms",1189,2022,Ontario
2022-04-01,"Sioux Lookout, Ontario","5,671 to 9,000 kilograms",281,2022,Ontario
2022-04-01,"Sioux Lookout, Ontario","9,001 to 18,000 kilograms",168,2022,Ontario
2022-04-01,"Sioux Lookout, Ontario","18,001 to 35,000 kilograms",10,2022,Ontario
2022-04-01,"Sioux Lookout, Ontario","35,001 to 70,000 kilograms",NA,2022,Ontario
